id,Title,Singer,Lyric,genre,path,gender
95,너는 나 나는 너,지코 (ZICO),넌 나고 난 너야 난 너고 넌 나야 마음이 같다면 둘은 서로가 될 거야 넌 나고 난 너야 그림 너무 좋아 오그라든다는 말은 누가 만든 걸까 girl 뺨 한 대만 때려줘 며칠 사이 내게 무슨 일이 벌어진 건지 전 여친 번호 지우고 힙합만 듣던 난 어쿠스틱해졌어 tell me what you want from me 가장 예쁠 나이엔 실컷 사랑해봐야 돼 eh 네 사연 속에 나오는 쓰레기 걔랑은 비교도 안되게 내가 잘할게 왜냐면 넌 나고 난 너야 난 너고 넌 나야 마음이 같다면 둘은 서로가 될 거야 넌 나고 난 너야 그림 너무 좋아 오그라든다는 말은 누가 만든 걸까 친구들이 말해 좋을 때야 난 딱히 걱정 없고 하도 좋아서 문제야 이거 봐 욕도 줄이고 있고 바지도 올려 입고 아무한테나 미소 안 보이고 있어 거울 그만 봐 고칠 데가 어디 있어 민낯일 때 제일 이뻐 이 장면 우리 엄마 보면 기절할 노릇일 걸 더 이상의 표현은 아낄게 사실 너 이름만 옮겨 적으면 그만인데 I believe in destiny 사주나 타로 카드에 점쳐질 만남은 안 해 yeah 집착 쩌는 네 전 남친이 집 근처도 얼씬 못하게 내가 잘할게 왜냐면 Because 넌 나고 난 너야 난 너고 넌 나야 마음이 같다면 둘은 서로가 될 거야 넌 나고 난 너야 그림 너무 좋아 오그라든다는 말은 누가 만든 걸까 밤새 쪽쪽 거리다가 누추한 모습으로 함께 아침을 맞아 good morning 새삼스럽게 넌 심각하게 예뻐 그 입 당장 가져와 Mwah 넌 나고 난 너야 난 너고 넌 나야 마음이 같다면 둘은 서로가 될 거야 넌 나고 난 너야 그림 너무 좋아 오그라든다는 말은 누가 만든 걸까 Let me talk to you yeah I am you you are me I am you you are me,RnB_Soul,/content/drive/MyDrive/Hmm2Song/data/song/Full_input/095.mp3,남성
96,나 홀로 집에 (Home Alone),NCT 127,"이 겨울에 난 Home alone (alone alone) 내 포근한 방에서 혼자 놀고 싶은 하루 창문 밖은 추운 걸 (콜록콜록) 침대 위에 숨어서 겨울잠을 자고 싶어  Ring a ring, ring a ring “주말에 혼자서 너 뭐 하니?” 뭐 하긴 난 약속이 Full이지 대답 비슷비슷하게 둘러대  Dance with me, game with me 사실 달력은 텅 빈자리 Friend 미안해 나 홀로 바쁘지 Yeah  아무도 날 찾지 마요 Baby 밖은 추우니까 귤, 젤리, 초코 가득 채운 Basket 안고 영화나 볼까  이 겨울에 난 Home alone (alone alone) 내 포근한 방에서 혼자 놀고 싶은 하루 창문 밖은 추운 걸 (콜록콜록) 침대 위에 숨어서 겨울잠을 자고 싶어  Slide to the left, slide to the right, slide to the left 이불 위로 썰매 타 Slide to the left, slide to the right 이불 산을 쌓은 채 게으르고 싶은 날  Favorite, favorite 노는 게 제일 좋은 나이지 준비 땡, 탐험해 우리 집 보고 또 또 봐도 새롭지  Play with me, stay with me 나의 집이 나의 Bestie지 Oh 바라만 봐도 Lovely yeah (yoo!)  OTT searching TV 또 Zapping 혼자 춤춰 Uploading a challenge 언제든 나의 보물섬에 Check-in 할 일은 참 집에서도 많지  알람 하나 없이 나 아침까지 매일 밤 원하면 새벽까지 뒹굴거려 봐 잠깐 Kiss scene은 Skip 해 Mwah  어느샌가 눈이 내린 거리 잠시 창밖을 봐 (Yeah yeah yeah) 손 시린 거릴 걷기보단 역시 멜로 (Alright) 영화나 볼까 (잠들 때까지)  이 겨울에 난 Home alone (alone alone) 내 포근한 방에서 혼자 놀고 싶은 하루 창문 밖은 추운 걸 (콜록콜록) 침대 위에 숨어서 겨울잠을 자고 싶어  Slide to the left, slide to the right, slide to the left 이불 위로 썰매 타 slide to the left, slide to the right 이불 산을 쌓은 채 게으르고 싶은 날  저 구름에 두 눈에 그린 소원과 창에 비춘 불빛들까지 At the end of the day 하얀 밤에 안겨 It’s a good good night oh  이 텅 빈 집에 나 홀로 (홀로 홀로) 아무것도 안 해도 그냥 집에 있고 싶어 혼자라도 좋은 걸 (alone alone) 한 겨울의 곰처럼 긴긴 잠을 자고 싶어  Slide to the left (하얀 겨울을 타고) Slide to the right (예쁜 도시를 건너) Slide to the left (너무 따스한 겨울) 이불 위로 썰매 타 (Oh lovely so) Slide to the left (하얀 겨울을 타고) Slide to the right (예쁜 도시를 건너) 이불 산을 쌓은 채 (너무 따스한 겨울 Yeah) 게으르고 싶은 날 (Wah)",RnB_Soul,/content/drive/MyDrive/Hmm2Song/data/song/Full_input/096.mp3,남성
97,오늘 취하면 (Feat. 창모) (Prod. SUGA),SURAN (수란),아직 잊지 못하고 아주 달콤히 맴돌아 나 꿈인 줄 모르고 star 헤매이고 있어 그냥 어지러운 가봐요 잠이 든 그댄 아무 말도 말아요 이미 익숙해진 우리 미로 사이 참을 수 없어 Have a feel so sweet 어색했던 우리 첫 와인처럼 쓰고 아프지만 두 눈에 가득 담아 흐르는 대로 널 보내줄게 나 너에게 취해 난 이 밤에 취해 니가 모질게 했던 그 기억 속에 그 추억에 헤매 널 찾고 있어 그냥 잊을래 너의 맘도 알고 싶어 boy 그냥 잊어줘 Baby Please don't go 나 바빠 Bay 아니야 그만 잡아 Phone 우리 얘기 다 끝났어 난 차가운 남자라고 누가 취하면 그런 거 못해 잡다 놓다가 새 Phone에 지문 묻히기 누가 못하냐고 알아 난 나이 24 이별 따위엔 서툴지 사실 이제 나 익숙해졌음 해 마치 또래보다 훨씬 많은 돈을 버는 일 허나 나보다 훨씬 여리디 여린 널 위해 다 큰 어른인 척 좀 할 수 밖에 없는걸 생각해 좀좀좀 지울 수 없어 Have a feel so sweet 익숙해져 버린 네 향기처럼 쓰고 아프지만 내 맘에 가득 담아 흐르는 대로 널 보내줄게 나 너에게 취해 난 이 밤에 취해 니가 모질게 했던 그 기억 속에 그 추억에 헤매 널 찾고 있어 그냥 잊을래 너의 맘도 알고 싶어 boy 그냥 잊어줘 Baby Please don't go 눈 감으면 맴돌아 너와 걷던 길 함께한 시간 이대로 잠들면 oh 오늘 좀 취한 것 같아 잠긴 목소리로 불러도 넌 아무렇지 않게 가줘 나 너에게 취해 난 이 밤에 취해 니가 모질게 했던 그 기억 속에 그 추억에 헤매 널 찾고 있어 그냥 잊을래 너의 맘도 알고 싶어 boy 그냥 잊어줘 Baby Please don't go,RnB_Soul,/content/drive/MyDrive/Hmm2Song/data/song/Full_input/097.mp3,여성
98,연,빅마마,지금 어디있는지 아프지는 않는지    가슴 속에 담아 둔 말  전하고는 싶은데  도대체 넌 잡히지도  보이지도 않아    조금은 더 가까이    다가갈 순 없는지  가슴 깊숙히 차 오르는  너를 향한 마음에  그 어떤 말도 할 수 없는  인형 된 것 같아  아쉬운 맘 접어두고 날려보내도  사랑에 익숙한  나조차 목이 메어와  또 다시 찾아 온 아픔에  힘겨워 해도  기대 조차도 없는 사랑에  그냥 한번 웃어봐  아물지 않는 깊은 너의 빈자리  보낼 수 없는 강한 나의 욕심에  지쳐만 가는 너이기에  잡지도 못한 건  가슴 아파도 바보 같은 나라서    아쉬운 맘 접어두고 날려보내도  사랑에 익숙한 나조차  목이 메어와  또 다시 찾아 온 아픔에  힘겨워 해도  기대 조차도 없는 사랑에  그냥 한번 웃어봐  아물지 않는 깊은 너의 빈자리  보낼 수 없는 강한 나의 욕심에  지쳐만 가는 너이기에  잡지도 못한 건  가슴 아파도 바보 같은 나라서    모두다 한번 쯤은 겪는 일이라  처음엔 나도  아프지 않을 줄 알았어  하루하루 버텨가는 내 모습 보며  너란 사람 절대로 만날 수 없다고  아물지 않는 깊은 너의 빈자리  보낼 수 없는 강한 나의 욕심에  지쳐만 가는 너이기에  잡지도 못한 건  가슴 아파도 바보 같은 나라서,RnB_Soul,/content/drive/MyDrive/Hmm2Song/data/song/Full_input/098.mp3,여성
99,2 O' CLOCK,dori,둘이서 너와 서로 눈치 봐 또 시간은 멈출 줄을 몰라 너와 같이 나 서로 맞춰봐도 생각이 더 나는지 너가 날 더 너가 날 더 사랑하는 게 내 눈에도 보여 너는 멀어져 너는 멀어져 사랑하는 게 내 눈에도 보여 너는 나 나빠 나빠서 제발 날 떠나가진 마 날 더 날 더 Ok 1 2 3 Did I 2 o'clock When you were mine I loved you Sweet girl and Loved your mind I loved you Sweet girl and Loved your lie I love you Sweetie girl Cut that 2 o'clock When you were mine I loved you Sweet girl and Loved your mind I loved you Sweetie girl and We all love is 2 o'clock 둘이서 너와 서러운지 밖에 나가 난 어딘지도 몰라 너와 같이 난 발걸음 맞춰봐도 웃음이 왜 안 나는지 너가 날 더 너가 날 더 사랑하는 게 내 눈에도 보여 너는 멀어져 너는 멀어져 사랑하는 게 내 눈에도 보여 너는 나 나빠 나빠서 제발 날 떠나가진 마 날 더 날 더 Ok 1 2 3 Did I 2 o'clock When you were mine I loved you Sweet girl and Loved your mind I loved you Sweet girl and Loved your lie I love you Sweetie girl Cut that 2 o'clock When you were mine I loved you Sweet girl and Loved your mind I love you Sweetie girl And 1 2 3 Did I 2 o'clock When you were mine I loved you Sweet girl and Loved your mind I loved you Sweet girl and Loved your lie I love you Sweetie girl Cut that 2 o'clock When you were mine I loved you Sweet girl and Loved your mind I loved you Sweetie girl and We all love is 2 o'clock,RnB_Soul,/content/drive/MyDrive/Hmm2Song/data/song/Full_input/099.mp3,남성
100,가을밤에 든 생각,잔나비,머나먼 별빛 저 별에서도 노랠 부르는 사랑 살겠지 밤이면 오손도손 그리운 것들 모아서 노랠 지어 부르겠지 새까만 밤하늘을 수놓은 별빛마저 불어오는 바람 따라가고 보고픈 그대 생각 짙어져 가는 시월의 아름다운 이 밤에 부르다 보면 어제가 올까 그립던 날이 참 많았는데 저 멀리 반짝이다 아련히 멀어져 가는 너는 작은 별 같아 Farewell Farewell 멀어져 가는 Farewell ooh 새까만 밤하늘을 수놓은 별빛마저 불어오는 바람 따라 가고 보고픈 그대 생각 짙어져 가는 시월의 아름다운 이 밤에 수많은 바람 불어온대도 날려 보내진 않을래 잊혀질까 두려워 곁을 맴도는 시월의 아름다운 이 밤을 기억해 주세요 Farewell Farewell,"Indie, Rock_Metal",/content/drive/MyDrive/Hmm2Song/data/song/Full_input/100.mp3,남성
101,겨울을 걷는다,윤딴딴,벌써 몇 달 짼가 너 만난다는 그 사람 얘길 들었어 아마 뭔 일이 있었나 저쨌나 떠들어대던 심보가 이젠 여기까지 발동해서 널 떠올리게 됐나봐 또 어쩌다 친구들에게 그 시절 얘길 들어도 내가 한 마디 못한 너를 멋대로 막돼먹게 말을 맘대로 막해 막 때리지도 못해 내 자신을 난 그게 문제였어 너와 이별에 난 버린 것이 많고 찾을 것이 많고 가는 마음마다 머물지를 잘 못해 사랑했던 시간 널 좋아했던 그 많은 아픈 날을 걸었네 너와 이별은 또 많은 날을 울게 만들었어 이젠 모두 지난 얘기지만 시간이 지난 난 처음 널 만났던 그 겨울 속을 걸어가 눈물없인 볼 수 없다던 한참 인기 많은 영화를 봤어 아마 주인공이 죽었나 저쨌나 떠들어대는 사람들 아마 둘은 다신 볼 수 없었지 그건 영화이니까 오 내 주변에 여자가 많단 그런 헛소릴 듣고 웃을 때가 아니야 아니 왜 내 얘길 내가 맘대로 못해 변명도 못해 남탓도 못해 암말도 못해 웃어 이자식이 난 그게 재미없어 너와 이별에 난 버린 것이 많고 찾을 것이 많고 가는 마음마다 머물지를 잘 못해 사랑했던 시간 널 좋아했던 그 많은 아픈 날을 걸었네 너와 이별은 또 많은 날을 울게 만들었어 이젠 모두 지난 얘기지만 시간이 지난 난 처음 널 만났던 그 겨울 속을 걸어가 걷다보면 시간이 말하겠지 그 겨울 속을 걸어가 걷다보면 마음이 말해주겠지 너와 이별은 참 버린 것이 많던 찾을 것이 많던 가는 마음 따라 흘러갔던 시간이 내게 줬던 아픈 힘들었었던 모든 걸 참으라고 말했네 너와 이별은 더 꺼내지도 않는 말이 돼버린걸 이젠 모두 지난 얘긴거야 시간이 지난 난 시간이 지난 난 그 겨울 속을 걸어가,"Indie, Rock_Metal",/content/drive/MyDrive/Hmm2Song/data/song/Full_input/101.mp3,남성
102,고백,멜로망스,달이 차고 내 마음도 차고 이대로 담아 두기엔 너무 안타까워 너를 향해 가는데 달은 내게 오라 손짓하고 귓속에 얘길 하네 지금 이 순간이 바로 그 순간이야 제일 마음에 드는 옷을 입고 노란 꽃 한 송이를 손에 들고 널 바라 보다 그만 나도 모르게 웃어버렸네 이게 아닌데 내 마음은 이게 아닌데 널 위해 준비한 오백 가지 멋진 말이 남았는데 사랑한다는 그 흔한 말이 아니야 그 보단 더욱더 로맨틱하고 달콤한 말을 준비했단 말야 숨이 차고 밤 공기도 차고 두 눈을 감아야만 네 모습이 보여 걸을 수가 없는데 구름 위를 걷는다는 말이 과장이 아니란 걸 알게 됐어 널 알게 된 후부터 나의 모든 건 다 달라졌어 이게 아닌데 내 마음은 이게 아닌데 널 위해 준비한 오백 가지 멋진 말이 남았는데 사랑한다는 그 흔한 말이 아니야 그 보단 더욱더 로맨틱하고 달콤한 말을 준비했단 말야 나를 봐줘요 내 말을 들어봐 줘요 아무리 생각을 하고 또 해도 믿어지지 않을 만큼 사랑해,"Indie, Ballad",/content/drive/MyDrive/Hmm2Song/data/song/Full_input/102.mp3,남성
103,고백,델리스파이스,중2때까지 늘 첫째 줄에 겨우 160 이 됐을 무렵 쓸만한 녀석들은 모두 다 이미 첫사랑 진행 중 정말 듣고 싶었던 말이야 물론 2년전 일이지만 기뻐야하는 게 당연한데 내 기분은 그게 아냐 하지만 미안해 이 넓은 가슴에 묻혀 다른 누구를 생각했었어 미안해 너의 손을 잡고 걸을 때에도 떠올렸었어 그 사람을 널 좋아하면 좋아할수록 상처 입은 날들이 더 많아 모두가 즐거운 한 때에도 나는 늘 그곳에 없어 정말 미안한 일을 한걸까 나쁘진 않았었지만 친구인 채 였다면 오히려 즐거웠을 것만 같아 하지만 미안해 네 넓은 가슴에 묻혀 다른 누구를 생각했었어 미안해 너의 손을 잡고 걸을 때에도 떠올랐었어 그 사람이 정말 듣고 싶었던 말이야 물론 2년전 일이지만 기뻐야하는 게 당연한데 내 기분은 그게 아냐 하지만 미안해 네 넓은 가슴에 묻혀 다른 누구를 생각했었어 미안해 너의 손을 잡고 걸을 때에도 떠올렸었어 그 사람을 하지만 미안해 네 넓은 가슴에 묻혀 다른 누구를 생각했었어 미안해 너의 손을 잡고 걸을 때에도 떠올랐었어 그 사람이,"Indie, Rock_Metal",/content/drive/MyDrive/Hmm2Song/data/song/Full_input/103.mp3,남성
104,고백하는 취한밤에 (Prod. 2soo),임재현,오랜만에 이렇게 밖에서 술마시니까 니가 옆에 있는것같아 너는 무슨 생각해 니가 좋아하는 노래도 길거리에 나오고 사람들도 모두다 즐거워보이는데 지금 당장 너에게 전화를 걸고싶지만 아침 눈을 떴을때 후회할까봐 두려워 아직도 왜 넌 내맘 몰라 바보야 니가 보고싶어서 니가 생각이 나서 하루종일 니가 내 머리속을 걸어다녀 나 취해서 하는말 아냐 너를 좋아해 기분도 좀 그냥 그렇고 골목길을 걸었어 잠도 안오고 왠지 너를 볼것같아서 가로등의 불빛도 나를 비춰주는데 이 길끝에 니가 있음 얼마나좋을까 난 이렇게 니가 너무나 보고싶은데 넌 내가 조금도 보고싶지 않을까 두려워 아직도 왜 넌 내맘 몰라 바보야 니가 보고싶어서 니가 생각이 나서 하루종일 니가 내 머리속을 걸어다녀 나 취해서 하는말 아냐 나랑 사귈래 왜 니앞에만 서면 연습했던 그말도 잘 나오지 않는걸까 어떻게해야 내맘 전할 수 있을까 멋진 말도 못하고 서툰 나의 표현에 이런 내게서 더 멀어지지 않길바래 이것만큼은 진심이야 너를 사랑해,Indie,/content/drive/MyDrive/Hmm2Song/data/song/Full_input/104.mp3,남성
105,그대가 내 안에 박혔다(그내박),순순희(기태),한참을 하늘을 보고 걸어 갔어 내 지난 사랑은 온통 미련으로 가득한데 사랑이 있다는 말은 믿지 않아 그렇게 그렇게 그저 살아 사는 게 힘겨워서 버거워서 무너지고 싶던 그 날에 햇살처럼 그댄 내게 왔다 그대가 내 안에 박혔다 그대가 내 맘을 녹였다 그대가 나밖에 몰랐던 내가 사랑을 배워가고 있다 겨울같은 시간이 와도 꽃은 꺾지 않겠다 나 이제야 이제야 숨을 쉰다 너와 사는 게 힘겨워서 버거워서 무너지고 싶던 그 날에 햇살처럼 그댄 내게 왔다 그대가 내 안에 박혔다 그대가 내 맘을 녹였다 그대가 나밖에 몰랐던 내가 사랑을 배워가고 있다 겨울같은 시간이 와도 꽃은 꺾지 않겠다 나 이제야 이제야 숨을 쉰다 너와 한없이 춥기만 했던 어둡던 지난 밤들은 오늘을 위한 시련이었다 흩어진 내 맘이 길을 잃어도 아픈 시간이 와도 그대와 함께 걷겠다 내 전부를 걸겠다 그대와 그대가 내 안에 박혔다 그대가 내 맘을 녹였다 그대가 나밖에 몰랐던 내가 사랑을 배워가고 있다 겨울같은 시간이 와도 꽃은 꺾지 않겠다 나 이제야 이제야 꿈을 꾼다 너와,"Indie, Ballad",/content/drive/MyDrive/Hmm2Song/data/song/Full_input/105.mp3,남성
106,그댄 행복에 살텐데 (2022),최유리,혼자인 시간이 싫어 시계를 되돌려 봤죠 앞으로 앞으로 그대를 만나게 그러다 또 하루만 갔죠 다시 돌아와 줄 거라고 나보다 아파할 거라고 내 맘이 내 맘을 눈물이 눈물을 다독이며 보내온 거죠 넌 나를 버렸다는 미안함도 잊고 그댄 행복에 살 텐데 왜 또 생각하니 왜 또 전화기를 보니 왜 그 사진은 다시 꺼냈니 왜 또 멍해졌니 닮은 뒷모습을 봤니 왜 나를 버린 사람 잊지 못하니 그대 스쳐갔던 흔적이 그대 할퀴고 간 상처가 너무나 많아서 자꾸만 아파서 눈물도 알아서 흐르죠 또 나를 버렸다는 미안함도 잊고 그댄 행복에 살 텐데 왜 또 생각하니 왜 또 전화기를 보니 왜 그 사진은 다시 꺼냈니 왜 또 멍해졌니 닮은 뒷모습을 봤니 왜 나를 버린 사람 잊지 못하니 사랑 같은 건 영원 같은 건 내겐 없잖아 왜 또 생각하니 왜 또 전화기를 보니 왜 그 사진은 다시 꺼냈니 왜 또 멍해졌니 닮은 뒷모습을 봤니 왜 나를 버린 사람 잊지 못하니,"Indie, Ballad",/content/drive/MyDrive/Hmm2Song/data/song/Full_input/106.mp3,여성
107,그라데이션,10CM,밤은 다시 길고 깊어졌네 나는 점점 너로 잠 못 들게 돼 글로 적어내긴 어려운 이 기분을 너도 느꼈으면 좋겠는데 너는 아무 생각 없이 몇 번 나를 지나가며 웃은 거라지만 나의 하얀 옷에 너의 잉크가 묻어 닦아낼 수 없을 만큼 번졌네 달콤한 색감이 물들어 조금씩 정신을 차렸을 땐 알아볼 수도 없지 가득 찬 마음이 여물다 못해 터지고 있어 내일은 말을 걸어봐야지 요즘 노랜 뭔가 맘에 안 들어 네게 불러 주기엔 좀 어려워서 나름 며칠 밤을 새워 연습했지만 네게 들려주기엔 무리인 것 같아 너는 번질수록 진해져 가고 나의 밤은 좀 더 길고 외롭지만 하루종일 떠오르는 너의 얼굴은 방을 가득 채워 무지개같이 달콤한 색감이 물들어 조금씩 정신을 차렸을 땐 알아볼 수도 없지 가득 찬 마음이 여물다 못해 터지고 있어 내일은 말을 걸어봐야지 바람을 맞고 빗물에 젖어 나의 색감도 흐려지겠지만 너는 항상 빛에 반짝일 테니까 멋진 말들을 전하지 못하고 아무도 관심 없는 그림이 되겠지만 달콤한 색감은 감추지 못해 터지고 있어 내일은 말을 걸어봐야지 그냥 이 노래가 어떨까 싶어,"Indie, Folk_Blues",/content/drive/MyDrive/Hmm2Song/data/song/Full_input/107.mp3,남성
108,그렇게 살아가는 것,허회경,가시 같은 말을 내뱉고 날씨 같은 인생을 탓하고 또 사랑 같은 말을 다시 내뱉는 것 사랑 같은 말을 내뱉고 작은 일에 웃음 지어놓고선 또 상처 같은 말을 입에 담는 것 매일 이렇게 살아가는 게 가끔은 너무 서러워 나 익숙한 듯이 살아가는 게 가끔은 너무 무서워 나 돌아오는 차 안에서 그저 조용히 생각에 잠겨 정답을 찾아 헤매이다가 그렇게 눈을 감는 것 그렇게 잠에 드는 것 그렇게 잠에 드는 것 그렇게 살아 가는 것 그렇게 살아 가는 것 아아아아 아아아아 상처 같은 말을 내뱉고 예쁜 말을 찾아 헤매고선 한숨 같은 것을 깊게 내뱉는 것 쓰러지듯이 침대에 누워 가만히 눈을 감고서 다 괜찮다고 되뇌이다가 그렇게 잠에 드는 것 그렇게 꿈을 꾸는 것 그렇게 꿈을 꾸는 것 그렇게 살아가는 것 그렇게 살아가는 것 우우우우 우우우우 한숨 같은 것을 내뱉고 사람들을 찾아 꼭 안고선 사랑 같은 말을 다시 내뱉는 것,"Indie, Folk_Blues",/content/drive/MyDrive/Hmm2Song/data/song/Full_input/108.mp3,여성
109,김철수 씨 이야기,허회경,사실 너도 똑같더라고 내 기쁨은 늘 질투가 되고 슬픔은 항상 약점이 돼 사실 너도 다를 게 없더라고 생각해 보면 난 친구보다 떠돌이 강아지를 더 사랑해 특별하다고 한 너는 사실 똑같더라고 특별함이 하나 둘 모이면 평범함이 되고 우두커니 서서 세상을 가만히 내려다보면 비극은 언제나 발 뻗고 잘 때쯤 찾아온단다 아아아아 슬퍼라 아아아아 사실 너도 똑같더라고 내 사랑은 늘 재앙이 되고 재앙은 항상 사랑이 돼 널 사랑할 용기는 아무리 찾아도 없더라고 겁쟁이는 작은 행복마저 두려운 법이라고 우두커니 서서 세상을 가만히 내려다보면 비극은 언제나 입꼬리를 올릴 때 찾아온단다 아아아아 슬퍼라 아아아아 내방의 벽은 늘 젖어있어서 기댈 수 없고 나의 이웃은 그저 운 좋은 멍청이들뿐이야 나의 바다는 사막으로 변해가기만 하고 나는 앞으로 걸어가도 뒤로 넘어지네 아아아아 슬퍼라 아아아아 슬퍼라,"Indie, Folk_Blues",/content/drive/MyDrive/Hmm2Song/data/song/Full_input/109.mp3,여성
110,꿈과 책과 힘과 벽,잔나비,해가 뜨고 다시 지는 것에 연연하였던 나의 작은방 텅 빈 마음 노랠 불러봤자 누군가에겐 소음일 테니 꼭 다문 입 그 새로 삐져나온 보잘것없는 나의 한숨에 나 들으라고 내쉰 숨이 더냐 아버지 내게 물으시고 제 발 저려 난 답할 수 없었네 우리는 우리는 어째서 어른이 된 걸까 하루하루가 참 무거운 짐이야 더는 못 갈 거야 꿈과 책과 힘과 벽 사이를 눈치 보기에 바쁜 나날들 소년이여 야망을 가져라 무책임한 격언 따위에 저 바다를 호령하는 거야 어처구니없던 나의 어린 꿈 가질 수 없음을 알게 되던 날 두드러기처럼 돋은 심술이 끝내 그 이름 더럽히고 말았네 우리는 우리는 어째서 어른이 된 걸까 하루하루가 참 무거운 짐이야 더는 못 간대두 멈춰 선 남겨진 날 보면 어떤 맘이 들까 하루하루가 참 무서운 밤인 걸 잘도 버티는 넌 하루하루가 참 무서운 밤인 걸 자고 나면 괜찮아질 거야 하루는 더 어른이 될 테니 무덤덤한 그 눈빛을 기억해 어릴 적 본 그들의 눈을 우린 조금씩 닮아야 할 거야,Indie,/content/drive/MyDrive/Hmm2Song/data/song/Full_input/110.mp3,남성
111,꿈속에 너 (Feat. 전상근),에이치코드 (H:CODE),가끔 니가 보고 싶어 널 생각하지 않아도 자꾸 내 꿈속에 나와 너무나 힘들게 해 일년이란 시간 동안 널 잊은 줄 알았는데 또 다시 니가 내게 나타나 밤이 되면 니 생각에 매일 잠들지 못해 그저 너란 사람 내겐 옛 사랑일 뿐인데 잊혀질 듯 하다가도 또 내 꿈속에 나타나 자꾸 내 마음을 흔드는 너인데 꿈속에 너를 사랑하나 봐 아직 사랑했나 봐 아직도 너의 그 모습에 난 또 설레였나봐 너 다시 돌아오면 그렇게 다시 내게 와준다면 그때처럼 날 사랑해줘 헤어지던 그 날부터 매일 눈물만 흘렸어 다시 너를 잡아볼까 생각도 했었어 혹시 날 그리워할까 날 생각하긴 한 걸까 아직도 너를 잊지 못한 나인데 꿈속에 너를 사랑하나 봐 아직 사랑했나 봐 아직도 너의 그 모습에 난 또 설레였나봐 너 다시 돌아오면 그렇게 다시 내게 와준다면 그때처럼 날 사랑해줘 이젠 꿈에서 조차 너를 보고 싶지 않아 내 머릿속에서 니가 떠났으면 더 이상 너 하나만 바라보며 살아 갈 수 없어 꿈속에 널 이젠 놓아주려 해 꿈속에 너를 사랑하나 봐 아직 사랑했나 봐 아직도 너의 그 모습에 난 또 설레였나봐 너 다시 돌아오면 그렇게 다시 내게 와준다면 그때처럼 날 사랑해줘,Indie,/content/drive/MyDrive/Hmm2Song/data/song/Full_input/111.mp3,남성
112,나랑 아니면,검정치마,야 나랑 놀자 밤늦게까지 함께 손뼉 치면서 나랑 마셔 너와 나의 몸이 녹아 내리면 나랑 걷자 저 멀리까지 가다 지쳐 누우면 나랑 자자 두 눈 꼭 감고 나랑 입 맞추자 나랑 아니면 누구랑 사랑 할 수 있겠니 나랑 아니면 어디에 자랑 할 수 있겠니 나랑 아니면 야 나랑 놀자 어디 가지 말고 그리울 틈 없도록 나랑 살자 아주 오랫동안 우리 같이 살자 나랑 아니면 누구랑 사랑 할 수 있겠니 나랑 아니면 어디에 자랑 할 수 있겠니 나랑 아니면 아무렇지 않게 넌 내게 말했지 날 위해 죽을 수도 죽일 수도 있다고 알아 나도 언제나 같은 마음이야 baby 아마도 우린 오래 아주 오래 함께할 거야,"Indie, Rock_Metal",/content/drive/MyDrive/Hmm2Song/data/song/Full_input/112.mp3,남성
113,나만 안되는 연애,볼빨간사춘기,왠지 오늘따라 마음이 아픈지 했더니 오늘은 그대가 날 떠나가는 날이래요 왜 항상 나는 이렇게 외로운 사랑을 하는지 도무지 이해가 안가는 이상한 날이에요 왜 그랬는지 묻고 싶죠 날 사랑하긴 했는지 그랬다면 왜 날 안아줬는지 그렇게 예뻐했는지 나만 이런 세상을 살고 있는 것 같아요 바라보기만 하다 포기할 수는 없겠죠 근데도 이렇게 아픈 마음만 가지고 사는 건 도무지 불공평해서 견딜 수가 없어요 Please come back to me 왠지 오늘만은 그렇게 보내기 싫은지 오늘은 그대와 나 마지막인가 봐요 왜 항상 나는 이렇게 아무 말도 못하는지 도무지 이해가 안가는 이상한 날이에요 시작부터 사랑하지 않았다고 내게 말했었다면 그랬다면 나의 마음은 이렇게 굳게 닫혔을까요 나만 이런 세상을 살고 있는 것 같아요 바라보기만 하다 포기할 수는 없겠죠 근데도 이렇게 아픈 마음만 가지고 사는 건 도무지 불공평해서 견딜 수가 없어요 그대는 아무렇지 않겠죠 Please come back to me 내 눈물로 더 이상 붙잡을 수는 없겠죠 Please come back to me 근데도 이렇게 아픈 마음만 가지고 사는 건 도무지 불공평해서 견딜 수가 없어요 Please come back to me Please come back to me 나는 사실 이성적인 게 참 싫어요 그래서 우린 헤어져야만 했으니까 아무렇지 않게 살아가도 매일 밤이 고통스럽겠죠 그대가 정이 많은 사람이었다면 날 안아주진 않았을까요,"Indie, Folk_Blues",/content/drive/MyDrive/Hmm2Song/data/song/Full_input/113.mp3,여성
